"UniqueKey","RECSTATUS","GlobalRecordId","FirstSaveLogonName","FirstSaveTime","LastSaveLogonName","LastSaveTime","FKEY","study_id_expo","trial_expo","Group_expo","Time1","dayspostcalving","from1","to1","Def","COV","DetectionMethod","Ounit1","stratifyingvariable","study_id_expo1","T","trial_expo1","U","Estimatetype","Estimatescale","Group_expo1","CIlevel"
40,1,dd1cfc7d-bcb4-4c25-9bf2-92fbf2622f58,ADDS\mafifi,3/24/2019 1:54:00 AM,ADDS\mafifi,3/24/2019 1:54:00 AM,1ff8d6f4-d1fb-4c93-8417-a731a4788660,120,1,4_PenicillinG,1,,7,10,if the samples at calving and seven to ten days after calving were negative on culture (free of any known mastitis pathogen,,Culture,Quarter,No-stratification (totals),,,,,,,,
41,1,3c3ef841-7dcd-44c6-8d68-556c4ea439cd,ADDS\mafifi,3/24/2019 2:58:47 AM,ADDS\mafifi,3/24/2019 2:58:47 AM,a365ab78-093b-4c7d-a615-b8279306464d,125,1,1_Cephapirin+TS,1,,7,14,"cow was considered cured if she had an IMI at
dry-off and all productive quarters were negative
at both samples post-calving.",,Culture,Cow,No-stratification (totals),,,,,,,,
42,1,50109f6a-1f6c-4673-b3d8-046c6448522f,ADDS\mafifi,3/24/2019 2:59:44 AM,ADDS\mafifi,3/24/2019 3:13:50 AM,a365ab78-093b-4c7d-a615-b8279306464d,125,1,1_Cephapirin+TS,1,,7,14,"quarter was considered cured if it was positive
at dry-off and negative in frst and second postcalving samples",,Culture,Quarter,No-stratification (totals),,,,,,,,
43,1,95f9fe11-9174-4962-8f31-af50e41677e6,ADDS\mafifi,3/24/2019 3:14:50 AM,ADDS\mafifi,3/24/2019 3:16:56 AM,ec7940d2-e8b6-49b6-a096-515cbb0cd5d4,125,1,2_Cephapirin+TS,1,,7,14,,,Culture,Cow,No-stratification (totals),,,,,,,,
44,1,0f23de2c-bc66-4ab1-b9b6-47d2d8e200ae,ADDS\mafifi,3/24/2019 3:16:40 AM,ADDS\mafifi,3/24/2019 3:16:53 AM,ec7940d2-e8b6-49b6-a096-515cbb0cd5d4,125,1,2_Cephapirin+TS,1,,7,14,,,Culture,Quarter,No-stratification (totals),,,,,,,,
45,1,559b9a6e-d751-4509-92d9-b3e7e33aa97a,ADDS\mafifi,3/24/2019 3:18:11 AM,ADDS\mafifi,3/24/2019 3:18:11 AM,970e33f6-e6b0-409d-9407-f96714fa8642,125,1,3_Tylosin+TS,1,,7,10,,,Culture,Cow,No-stratification (totals),,,,,,,,
46,1,027cd8dc-7a9a-443e-b3ef-6fc7c4835e3a,ADDS\mafifi,3/24/2019 3:19:22 AM,ADDS\mafifi,3/24/2019 3:19:22 AM,970e33f6-e6b0-409d-9407-f96714fa8642,125,1,3_Tylosin+TS,1,,7,10,,,Culture,Quarter,No-stratification (totals),,,,,,,,
47,1,823111b4-d418-4ee6-af55-53af4bec8c74,ADDS\mafifi,3/24/2019 3:20:03 AM,ADDS\mafifi,3/24/2019 3:21:26 AM,d3ffe4a4-c0d6-4ad3-9907-27bd2df556f1,125,1,4_Tylosin,1,,7,10,,,Culture,Cow,No-stratification (totals),,,,,,,,
48,1,fbb394b0-d22d-4129-8885-2beb0e56ec20,ADDS\mafifi,3/24/2019 3:21:15 AM,ADDS\mafifi,3/24/2019 3:21:43 AM,d3ffe4a4-c0d6-4ad3-9907-27bd2df556f1,125,1,4_Tylosin,1,,7,10,,,Culture,Quarter,No-stratification (totals),,,,,,,,
49,1,edd86d9d-a530-4cc3-919a-6427fa55c3a6,ADDS\mafifi,3/24/2019 9:37:10 PM,ADDS\mafifi,3/24/2019 9:37:11 PM,b063dbef-ba68-4cb3-92c6-28010814c602,126,1,1_Pen+strept,1,,1,5,,,Culture,Quarter,No-stratification (totals),,,,,,,,
50,1,635facce-10fb-4842-87dd-ca0a34aac7bf,ADDS\mafifi,3/24/2019 9:40:11 PM,ADDS\mafifi,3/24/2019 9:40:11 PM,0a7f8079-e973-4524-87bd-f4195ebf3c7c,126,1,2_Pen+strept,1,,,,,,Culture,Quarter,No-stratification (totals),,,,,,,,
51,1,a4bd8ace-0dea-4dba-b183-345ed82d33a2,ADDS\mafifi,3/24/2019 9:43:46 PM,ADDS\mafifi,3/24/2019 9:43:46 PM,7ca42669-2e72-425f-b023-60487066a6ad,126,1,3_Pen+strept,1,,1,5,,,Culture,Quarter,No-stratification (totals),,,,,,,,
52,1,ae36edb1-a3e2-4a37-8747-e02a431a71a0,ADDS\mafifi,3/24/2019 9:48:08 PM,ADDS\mafifi,3/24/2019 9:48:09 PM,35f29b13-ae3f-47a7-9156-162cf0b4fc65,126,1,4_-ve control,1,,1,5,,,Culture,Quarter,No-stratification (totals),,,,,,,,
53,1,3295b162-8dee-41b6-b631-748f8a4d3996,ADDS\mafifi,3/24/2019 11:45:39 PM,ADDS\mafifi,3/24/2019 11:46:12 PM,9e4af03d-e676-4c1a-9e1b-3033fb5d299d,127,1,1_Cloxa+Ampicillin+TS,1,,3,86," SCC <150,000 cells/mL on the first herd test post-calving. ",180,SCC,Cow,No-stratification (totals),,,,,,,,
54,1,88f83ff4-f5d8-4069-8a1e-5dea4cb2ea66,ADDS\mafifi,3/24/2019 11:49:38 PM,ADDS\mafifi,3/24/2019 11:49:46 PM,7eca831b-438c-47d8-b64b-c6676c250993,127,1,1_Cloxa+Ampicillin+TS,1,,3,86," SCC <150,000 cells/mL on the first herd test post-calving",150,SCC,Cow,No-stratification (totals),,,,,,,,
55,1,4e8bc57e-ebd0-4ab1-affc-5dcae290a55a,ADDS\mafifi,3/25/2019 1:42:40 AM,ADDS\mafifi,3/25/2019 2:47:55 PM,e412e6aa-8375-4049-868d-250cb85512b7,129,1,1_Cloxa,1,,4,11," A cure during the dry period was defined as the absence of a pathogen in both the samples taken after calving that had been present in one
or more of the three samples taken from that quarter before
drying off",,Culture,Quarter,No-stratification (totals),,,,,,,,
56,1,3a3e9578-de02-4c4b-8ede-ab5b3416d272,ADDS\mafifi,3/25/2019 1:46:26 AM,ADDS\mafifi,3/25/2019 1:50:33 AM,28ba2977-ba09-4efc-9ec2-167bf90c2a56,129,1,2_Cloxa+TS,1,,4,11," A cure during the
dry period was defined as the absence of a pathogen in both
the samples taken after calving that had been present in one
or more of the three samples taken from that quarter before
drying off",,Culture,Quarter,No-stratification (totals),,,,,,,,
57,1,f3b661f3-d1e4-4a07-aed8-624edcea4381,ADDS\mafifi,3/25/2019 8:35:27 PM,ADDS\mafifi,3/25/2019 9:27:51 PM,56e97018-8791-43b8-84f3-f7e79f80996c,130,1,1_Cephapirin,1,,3,28," To qualify as a cure after dry cow
therapy, a quarter confirmed to have a Staph. aureus
IMI at dry-off would have to be culture-negative on
duplicate samples taken on the day of calving and on
d 3, 7, 12, and 28 of lactation",,Culture,Quarter,No-stratification (totals),,,,,,,,
58,1,1c41586c-7e6b-4a6c-9750-527ae7152e2d,ADDS\mafifi,3/25/2019 8:36:08 PM,ADDS\mafifi,4/16/2019 1:27:12 PM,56e97018-8791-43b8-84f3-f7e79f80996c,130,1,1_Cephapirin,1,,3,28," To qualify as a cure after dry cow therapy, a quarter confirmed to have a Staph. aureus IMI at dry-off would have to be culture-negative on duplicate samples taken on the day of calving and on
d 3, 7, 12, and 28 of lactation",,Culture,Cow,No-stratification (totals),,,,,,,,
59,1,37aaf24e-2b6f-4e9c-8612-fe2b93440a84,ADDS\mafifi,3/25/2019 8:38:35 PM,ADDS\mafifi,3/25/2019 8:39:32 PM,56e97018-8791-43b8-84f3-f7e79f80996c,130,1,1_Cephapirin,1,,3,28," To qualify as a cure after dry cow
therapy, a quarter confirmed to have a Staph. aureus
IMI at dry-off would have to be culture-negative on
duplicate samples taken on the day of calving and on
d 3, 7, 12, and 28 of lactation",,Culture,Quarter,Parity,,,,,,,,
60,1,0c9627ab-c4c0-4044-a721-b3aa001151e3,ADDS\mafifi,3/25/2019 8:43:30 PM,ADDS\mafifi,3/25/2019 9:28:54 PM,b14fed1d-2748-4ba6-94cc-f8ad30a3c251,130,1,2_Tilmicosin,1,,3,11,,,Culture,Quarter,No-stratification (totals),,,,,,,,
61,1,91aa21c0-7344-4d94-bea5-50c2a5db3068,ADDS\mafifi,3/25/2019 8:50:14 PM,ADDS\mafifi,3/25/2019 9:11:53 PM,b14fed1d-2748-4ba6-94cc-f8ad30a3c251,130,1,2_Tilmicosin,1,,3,11,,,Culture,Quarter,Parity,,,,,,,,
62,1,c71ad1ea-29b8-406a-8ae7-8c2ad3065aa8,ADDS\mafifi,3/25/2019 9:12:25 PM,ADDS\mafifi,3/25/2019 9:13:02 PM,b14fed1d-2748-4ba6-94cc-f8ad30a3c251,130,1,2_Tilmicosin,1,,3,11,,,Culture,Cow,No-stratification (totals),,,,,,,,
63,1,b00e4fa8-80c4-4189-bdc9-cd4d3ca41b1a,ADDS\mafifi,3/25/2019 9:13:31 PM,ADDS\mafifi,3/25/2019 9:30:18 PM,adf7e070-25c8-403d-afed-99704bcebefe,130,1,3_Tilmicosin,1,,3,28,,,Culture,Quarter,No-stratification (totals),,,,,,,,
64,1,8940211b-4ebd-47e3-ba59-fd95702079da,ADDS\mafifi,3/25/2019 9:14:40 PM,ADDS\mafifi,3/25/2019 9:16:55 PM,adf7e070-25c8-403d-afed-99704bcebefe,130,1,3_Tilmicosin,1,,3,28,,,Culture,Cow,No-stratification (totals),,,,,,,,
65,1,e693a029-f94a-49ce-bf53-8e101a480e26,ADDS\mafifi,3/25/2019 9:16:39 PM,ADDS\mafifi,3/25/2019 9:16:57 PM,adf7e070-25c8-403d-afed-99704bcebefe,130,1,3_Tilmicosin,1,,3,28,,,Culture,Quarter,Parity,,,,,,,,
66,1,e96857c6-987c-4d09-990a-0a91f2a31288,ADDS\mafifi,3/25/2019 11:05:06 PM,ADDS\mafifi,3/25/2019 11:23:48 PM,2bc1755f-38b5-46f0-8af8-7d2b02566917,134,1,1_Tilmicosin,1,,1,30," An IMI was considered cured when a previously identifed pathogen was not
cultured in any of the samples collected on the subsequent 3 sampling days (within 24 hours after calving and 15 and 30 days after calving)
",,Culture,Cow,No-stratification (totals),,,,,,,,
67,1,4e2af6b8-736a-4d7a-a47a-962551f174f8,ADDS\mafifi,3/25/2019 11:24:54 PM,ADDS\mafifi,3/25/2019 11:24:54 PM,82cc4478-85e4-4896-9ffa-0520b1bb2489,134,1,2_Tilmicosin,1,,,,,,Culture,Quarter,No-stratification (totals),,,,,,,,
68,1,ee9554c1-7476-4496-8057-db52a86d7a4e,ADDS\mafifi,3/25/2019 11:31:52 PM,ADDS\mafifi,3/25/2019 11:32:36 PM,5d58dbc5-8ad9-4345-b189-133d637ce0cf,134,1,3_Ceftiofur,1,,1,30," An IMI was considered cured when a previously identifed pathogen was not
cultured in any of the samples collected on the subsequent 3 sampling days (within 24 hours after calving and 15 and 30 days after calving)
",,Culture,Quarter,No-stratification (totals),,,,,,,,
69,1,0cb0f588-6e71-4e06-9391-b82969e425f0,ADDS\mafifi,4/2/2019 12:14:00 PM,ADDS\mafifi,4/2/2019 12:14:44 PM,5d3108cf-2e58-4dac-b7c9-eb096ee26eb6,132,1,1_Pen+strept,1,,7,14," elimination of microorganisms was that the microorganism must not have been isolated from any
samples taken after calving
",,Culture,Quarter,No-stratification (totals),,,,,,,,
70,1,c36c133e-257b-4370-8412-2fe7d2b07abe,ADDS\mafifi,4/2/2019 12:14:39 PM,ADDS\mafifi,4/2/2019 12:27:26 PM,5d3108cf-2e58-4dac-b7c9-eb096ee26eb6,132,1,1_Pen+strept,1,,7,14," elimination of microorganisms was that the microorganism must not have been isolated from any
samples taken after calving
",,Culture,Cow,No-stratification (totals),,,,,,,,
71,1,7edf8f22-38c9-40b8-85af-ec762275f7ae,ADDS\mafifi,4/2/2019 12:25:29 PM,ADDS\mafifi,4/2/2019 12:25:29 PM,eeb7c944-a332-46bd-9a14-da7d06f396e5,132,1,2_Pen+strept,1,,,,,,Culture,Quarter,No-stratification (totals),,,,,,,,
72,1,fac7c706-757c-4707-875d-65308ce8fb5c,ADDS\mafifi,4/2/2019 12:26:00 PM,ADDS\mafifi,4/2/2019 12:37:32 PM,eeb7c944-a332-46bd-9a14-da7d06f396e5,132,1,2_Pen+strept,1,,,,,,Culture,Cow,No-stratification (totals),,,,,,,,
73,1,8ec36bdc-be34-47b8-a5ea-b83562a2eb35,ADDS\mafifi,4/4/2019 3:21:04 AM,ADDS\mafifi,4/11/2019 11:26:18 PM,d2dcce57-5761-41a7-baa3-0bbd905d7e81,264,1,1_Cloxa,1,,0,1,,,Culture,Quarter,No-stratification (totals),,,,,,,,
74,1,eb5e5610-674f-44b7-9484-dfe0aa0247c3,ADDS\mafifi,4/4/2019 3:30:16 AM,ADDS\mafifi,4/4/2019 3:30:16 AM,c5881fbf-6b72-4418-ad16-e79a80b5a367,264,1,2_Cloxa,1,,,,,,Culture,Quarter,No-stratification (totals),,,,,,,,
75,1,2181a50f-0829-43ff-916a-0b16b893947c,ADDS\mafifi,4/10/2019 1:36:26 AM,ADDS\mafifi,4/10/2019 1:36:26 AM,370466cf-231f-4f93-b94e-ad509e8e2398,312,1,1_-ve control,1,,3,5,,,Culture,Quarter,No-stratification (totals),,,,,,,,
