"UniqueKey","UniqueRowId","GlobalRecordId","RECSTATUS","FKEY","Stratificationlevels","Pathogenspp","Ve","Total","Others_Def"
12,4bcd5d38-a6e0-4dab-840f-d1ef5289c2f5,d3cfc43c-1e5d-484b-a16e-fb1d59704e5d,1,1d1a15a7-825b-4320-aaa2-fd5ee3bd1cfa,,Pseudomonas spp.,2,833,
13,f908636a-1809-4edf-afb1-dcfe00ee8b1f,d3cfc43c-1e5d-484b-a16e-fb1d59704e5d,1,1d1a15a7-825b-4320-aaa2-fd5ee3bd1cfa,,Arcanobacterium pyogenes,1,833,
14,572a07e2-8dec-4307-91ac-c08b6f0c0500,d3cfc43c-1e5d-484b-a16e-fb1d59704e5d,1,1d1a15a7-825b-4320-aaa2-fd5ee3bd1cfa,,Enterobacteriaceae (no specification),37,817,
15,965e2e0e-fcc9-4dc4-bdda-192519ce7d9c,d3cfc43c-1e5d-484b-a16e-fb1d59704e5d,1,1d1a15a7-825b-4320-aaa2-fd5ee3bd1cfa,,Coagulase-negative staph (CNS),128,568,
16,58e253e2-32cc-4119-9ecf-2c76d04ff681,d3cfc43c-1e5d-484b-a16e-fb1d59704e5d,1,1d1a15a7-825b-4320-aaa2-fd5ee3bd1cfa,,Corynebacterium spp. (C.bovis),54,486,
17,5347b4ee-6bb8-4db2-a9a1-3c666095c670,1e8afb31-b371-4ac0-aa33-579e186564a4,1,d92a569f-22d8-442e-abff-341737b2d138,,Strept. Uberis,12,805,
18,2778b950-9ff1-432c-a8bc-82765778e02a,1e8afb31-b371-4ac0-aa33-579e186564a4,1,d92a569f-22d8-442e-abff-341737b2d138,,E. coli,20,830,
19,4888bc1c-7f45-44ea-b38d-704a54926d5f,1e8afb31-b371-4ac0-aa33-579e186564a4,1,d92a569f-22d8-442e-abff-341737b2d138,,Aerococcus spp.,9,818,
20,39fe2460-9b49-412a-b421-086e2999ec17,1e8afb31-b371-4ac0-aa33-579e186564a4,1,d92a569f-22d8-442e-abff-341737b2d138,,Coagulase-positive staph,3,833,
21,8d9d0daf-ed54-4a84-8251-86e291294655,1e8afb31-b371-4ac0-aa33-579e186564a4,1,d92a569f-22d8-442e-abff-341737b2d138,,Enterococcus spp.,4,833,
22,ddf9f604-2bf2-4ea6-852a-97fb60db32a5,1e8afb31-b371-4ac0-aa33-579e186564a4,1,d92a569f-22d8-442e-abff-341737b2d138,,Bacillus spp.,3,833,
23,fb97738f-7417-4d3b-bc89-4bb8e898fa23,1e8afb31-b371-4ac0-aa33-579e186564a4,1,d92a569f-22d8-442e-abff-341737b2d138,,Yeast,6,833,
24,0bf73186-933a-4898-b999-a958a78a8e08,1e8afb31-b371-4ac0-aa33-579e186564a4,1,d92a569f-22d8-442e-abff-341737b2d138,,Strept.spp (no specification),1,833,
25,aa312460-e08a-4b37-9725-3648e1741752,1e8afb31-b371-4ac0-aa33-579e186564a4,1,d92a569f-22d8-442e-abff-341737b2d138,,Mucor spp.,3,833,
26,f341095c-6c68-4f69-8eb8-3ae70e5bacda,1e8afb31-b371-4ac0-aa33-579e186564a4,1,d92a569f-22d8-442e-abff-341737b2d138,,Strept. Dysgalactiae,3,833,
27,33a1dd7c-9c8e-4302-be52-68d2c19bdd92,1e8afb31-b371-4ac0-aa33-579e186564a4,1,d92a569f-22d8-442e-abff-341737b2d138,,Aspergillus spp.,2,833,
28,d765275d-7ee7-4de0-a7a1-adf4109b20f9,1e8afb31-b371-4ac0-aa33-579e186564a4,1,d92a569f-22d8-442e-abff-341737b2d138,,Pseudomonas spp.,1,833,
29,4c7c531d-5bff-4cc1-830e-de1074dfaafe,1e8afb31-b371-4ac0-aa33-579e186564a4,1,d92a569f-22d8-442e-abff-341737b2d138,,Arcanobacterium pyogenes,0,838,
30,d4e14918-7a5f-4644-9004-325deb73fa14,1e8afb31-b371-4ac0-aa33-579e186564a4,1,d92a569f-22d8-442e-abff-341737b2d138,,Enterobacteriaceae (no specification),24,825,
31,21b405d9-16ca-4564-a846-f2e89226a3cb,1e8afb31-b371-4ac0-aa33-579e186564a4,1,d92a569f-22d8-442e-abff-341737b2d138,,Coagulase-negative staph (CNS),112,581,
32,fe068740-1a10-48d3-8a07-ad075e80ac05,1e8afb31-b371-4ac0-aa33-579e186564a4,1,d92a569f-22d8-442e-abff-341737b2d138,,Corynebacterium spp. (C.bovis),52,492,
33,7d44abcc-4458-41bd-8fd2-3d0358adf762,6508c581-7be0-4e51-94b9-d0f28313fc8a,1,d37e7696-b391-4e1d-a165-6145283c0426,,Strept. Uberis,9,783,
34,beb98d00-89b9-4249-b1f6-00ab17be93a1,6508c581-7be0-4e51-94b9-d0f28313fc8a,1,d37e7696-b391-4e1d-a165-6145283c0426,,E. coli,13,774,
35,d50c15f1-311e-4b41-b2cc-d200f676e143,6508c581-7be0-4e51-94b9-d0f28313fc8a,1,d37e7696-b391-4e1d-a165-6145283c0426,,Aerococcus spp.,6,769,
36,4c4bc934-bef4-4a54-950c-08e48e068417,6508c581-7be0-4e51-94b9-d0f28313fc8a,1,d37e7696-b391-4e1d-a165-6145283c0426,,Coagulase-positive staph,4,784,
37,1fa2ab5f-51f2-466e-9271-6f7f47de9452,6508c581-7be0-4e51-94b9-d0f28313fc8a,1,d37e7696-b391-4e1d-a165-6145283c0426,,Enterococcus spp.,5,781,
38,0b7a3e3a-efa0-4653-9b36-47993002120a,6508c581-7be0-4e51-94b9-d0f28313fc8a,1,d37e7696-b391-4e1d-a165-6145283c0426,,Bacillus spp.,3,769,
39,cd28aac4-bd20-484c-aa59-438ad8c91fa5,6508c581-7be0-4e51-94b9-d0f28313fc8a,1,d37e7696-b391-4e1d-a165-6145283c0426,,Yeast,6,779,
40,1eeea5df-a494-49d1-802a-9e7e288d2d98,6508c581-7be0-4e51-94b9-d0f28313fc8a,1,d37e7696-b391-4e1d-a165-6145283c0426,,Strept.spp (no specification),1,769,
41,3910e020-f045-42d2-bbe5-12e7e691680f,6508c581-7be0-4e51-94b9-d0f28313fc8a,1,d37e7696-b391-4e1d-a165-6145283c0426,,Mucor spp.,1,769,
42,98628f5a-b063-445e-9d70-7dd4ee2fb1df,6508c581-7be0-4e51-94b9-d0f28313fc8a,1,d37e7696-b391-4e1d-a165-6145283c0426,,Strept. Dysgalactiae,3,789,
43,321970c4-45fc-4d87-94b3-c8ac539c68d4,6508c581-7be0-4e51-94b9-d0f28313fc8a,1,d37e7696-b391-4e1d-a165-6145283c0426,,Aspergillus spp.,2,769,
44,7105bbb6-89c1-4fea-ab8a-b3a7b5df2c9c,6508c581-7be0-4e51-94b9-d0f28313fc8a,1,d37e7696-b391-4e1d-a165-6145283c0426,,Pseudomonas spp.,1,769,
45,514e93ca-e2e5-483d-b016-64781ca82f80,6508c581-7be0-4e51-94b9-d0f28313fc8a,1,d37e7696-b391-4e1d-a165-6145283c0426,,Arcanobacterium pyogenes,2,769,
46,608b8311-4910-4014-87fb-09ec0514f1ef,6508c581-7be0-4e51-94b9-d0f28313fc8a,1,d37e7696-b391-4e1d-a165-6145283c0426,,Enterobacteriaceae (no specification),18,773,
47,21f53f8b-b291-4464-a7bf-4ccf4394bc62,6508c581-7be0-4e51-94b9-d0f28313fc8a,1,d37e7696-b391-4e1d-a165-6145283c0426,,Coagulase-negative staph (CNS),95,547,
48,5f858791-92d7-4c88-9a27-4a1cf477402e,6508c581-7be0-4e51-94b9-d0f28313fc8a,1,d37e7696-b391-4e1d-a165-6145283c0426,,Corynebacterium spp. (C.bovis),56,563,
49,26cb4b97-221a-4b66-863f-2ea2966f937f,4f07618c-f85a-44e9-94c1-60afa2e9765a,1,d9443346-6c30-4f4c-951c-1f24ce7cb1aa,,Strept. Uberis,7,778,
50,d4a138f9-c341-43d5-9bd6-3b7f013f80bb,4f07618c-f85a-44e9-94c1-60afa2e9765a,1,d9443346-6c30-4f4c-951c-1f24ce7cb1aa,,E. coli,19,776,
51,76785c56-6055-4cb3-a578-71dccb2727ef,4f07618c-f85a-44e9-94c1-60afa2e9765a,1,d9443346-6c30-4f4c-951c-1f24ce7cb1aa,,Aerococcus spp.,15,769,
52,9b77c4ea-aa95-4def-89bc-fbdfa263d7c2,4f07618c-f85a-44e9-94c1-60afa2e9765a,1,d9443346-6c30-4f4c-951c-1f24ce7cb1aa,,Coagulase-positive staph,2,769,
53,f6845cf5-1b75-4af9-bd84-91fc1dd00213,4f07618c-f85a-44e9-94c1-60afa2e9765a,1,d9443346-6c30-4f4c-951c-1f24ce7cb1aa,,Enterococcus spp.,2,769,
54,c5fc81b7-811d-47fb-a2bb-e1c581111e88,4f07618c-f85a-44e9-94c1-60afa2e9765a,1,d9443346-6c30-4f4c-951c-1f24ce7cb1aa,,Bacillus spp.,1,769,
55,7a5415e8-ca99-43fe-97c6-5444420f317c,4f07618c-f85a-44e9-94c1-60afa2e9765a,1,d9443346-6c30-4f4c-951c-1f24ce7cb1aa,,Yeast,7,778,
56,1b5d3e1d-634c-4f32-b789-0d76fb848a05,4f07618c-f85a-44e9-94c1-60afa2e9765a,1,d9443346-6c30-4f4c-951c-1f24ce7cb1aa,,Staph. spp (no specification),0,780,
57,e9da1555-0d44-48b0-8783-3bacbf4ba5c1,4f07618c-f85a-44e9-94c1-60afa2e9765a,1,d9443346-6c30-4f4c-951c-1f24ce7cb1aa,,Mucor spp.,1,769,
58,c14d6ee0-4564-43ec-b46f-ffddfd169e5d,4f07618c-f85a-44e9-94c1-60afa2e9765a,1,d9443346-6c30-4f4c-951c-1f24ce7cb1aa,,Strept. Dysgalactiae,0,782,
59,7ecf01f3-0a27-4bc6-9e08-bd1588af07c6,4f07618c-f85a-44e9-94c1-60afa2e9765a,1,d9443346-6c30-4f4c-951c-1f24ce7cb1aa,,Aspergillus spp.,5,781,
60,666754bf-1e67-4fb4-89f1-2b6b59c21964,4f07618c-f85a-44e9-94c1-60afa2e9765a,1,d9443346-6c30-4f4c-951c-1f24ce7cb1aa,,Pseudomonas spp.,2,769,
61,4e52649b-dac4-4f6e-92fa-f3df38d6e25d,4f07618c-f85a-44e9-94c1-60afa2e9765a,1,d9443346-6c30-4f4c-951c-1f24ce7cb1aa,,Arcanobacterium pyogenes,1,769,
62,a4784656-fee3-4385-b8cd-851f389613c9,4f07618c-f85a-44e9-94c1-60afa2e9765a,1,d9443346-6c30-4f4c-951c-1f24ce7cb1aa,,Enterobacteriaceae (no specification),22,769,
63,966ac117-e1dd-46a7-9dad-2ea486c24225,4f07618c-f85a-44e9-94c1-60afa2e9765a,1,d9443346-6c30-4f4c-951c-1f24ce7cb1aa,,Coagulase-negative staph (CNS),88,534,
64,f651e241-6384-47fb-bbdd-01e29965a9c5,4f07618c-f85a-44e9-94c1-60afa2e9765a,1,d9443346-6c30-4f4c-951c-1f24ce7cb1aa,,Corynebacterium spp. (C.bovis),62,572,
65,1c33befd-9f35-4520-9abc-b13e9816761c,230e0071-d921-43a0-bf3a-829457833c0f,1,34a9c974-8a9f-463b-ae44-dd1dc8ab00f7,,S.aureus,1,38,
66,0fbd7a40-db30-4204-918a-38743114724c,230e0071-d921-43a0-bf3a-829457833c0f,1,34a9c974-8a9f-463b-ae44-dd1dc8ab00f7,,Strept.spp (no specification),4,58,
67,eb02b450-76a9-47f2-8aad-3fbdb40fc2c3,230e0071-d921-43a0-bf3a-829457833c0f,1,34a9c974-8a9f-463b-ae44-dd1dc8ab00f7,,Enterobacteriaceae (no specification),0,62,
68,a5890674-0038-4074-8a73-2183999c390e,230e0071-d921-43a0-bf3a-829457833c0f,1,34a9c974-8a9f-463b-ae44-dd1dc8ab00f7,,S epidermidis,1,59,
69,d378b7be-b3ba-4323-a507-04ef070c75e8,230e0071-d921-43a0-bf3a-829457833c0f,1,34a9c974-8a9f-463b-ae44-dd1dc8ab00f7,,Corynebacterium spp. (C.bovis),2,39,
70,ff306d2b-6b10-4294-9bef-7eeb89d89ed2,dbc1246f-ea46-40c4-8acc-45fe9b08df97,1,d01aa6ce-823f-4383-bcfb-68c70c9a32c8,,S.aureus,1,35,
71,ad55a1cd-764b-4cd2-ad77-99f32cbdb4b4,dbc1246f-ea46-40c4-8acc-45fe9b08df97,1,d01aa6ce-823f-4383-bcfb-68c70c9a32c8,,Strept.spp (no specification),7,58,
72,93dc13b1-a75b-4d0d-9691-ca4394b5a7e5,dbc1246f-ea46-40c4-8acc-45fe9b08df97,1,d01aa6ce-823f-4383-bcfb-68c70c9a32c8,,Enterobacteriaceae (no specification),0,61,
73,6e1713a6-d6a2-42b2-8006-e08ae281e6d9,dbc1246f-ea46-40c4-8acc-45fe9b08df97,1,d01aa6ce-823f-4383-bcfb-68c70c9a32c8,,S epidermidis,1,60,
74,3412d9fd-65a8-4878-8188-bbd834a645ae,dbc1246f-ea46-40c4-8acc-45fe9b08df97,1,d01aa6ce-823f-4383-bcfb-68c70c9a32c8,,Corynebacterium spp. (C.bovis),1,52,
75,7a2140f6-4986-4432-b6f5-f0cd88b9c042,b23bc9b8-5e82-49ce-99d4-b06d702ee60e,1,daa7d76b-b963-4ed9-ab14-91fed6ea78c6,,S.aureus,7,144,
76,8a19f5ba-d5e9-458c-ac31-9a77d7fbe1ed,14fdbe2f-d0d5-467b-a831-df563be834ed,1,a023add6-2993-4996-a6f8-b1cfbbe42ba8,,S.aureus,9,186,
77,1e72291a-86a2-47a8-a435-0d4beeed0a97,7fe87225-42ad-43ac-a214-3b5bfc0e9ab8,1,c88016da-156b-4a85-9a51-2095f18712d8,,S.aureus,18,179,
78,bef3e34c-499e-42e7-a10d-edc764083114,6ea01f03-2992-4504-8293-a9d922e85668,1,04727a16-dcde-4c85-9bb5-4faf08178035,,S.aureus,71,914,
79,11757b9b-8c5f-4a40-a4af-ea77da14d258,6ea01f03-2992-4504-8293-a9d922e85668,1,04727a16-dcde-4c85-9bb5-4faf08178035,,Strept. Dysgalactiae,54,914,
80,1182f169-068b-469a-9022-274bbf672a5f,431fcd77-2556-45f2-bf3e-684663a1ba0d,1,36230b4e-48e2-49d3-b92e-8892401bf44c,,S.aureus,110,914,
81,ffade086-7304-4a92-8f59-3ac3c299e152,431fcd77-2556-45f2-bf3e-684663a1ba0d,1,36230b4e-48e2-49d3-b92e-8892401bf44c,,Strept. Dysgalactiae,89,914,
82,05a0583d-2877-42ef-8d0d-e553ccdf124a,d38a703d-0f74-4491-9cff-3913c0f9c578,1,db5146a1-5057-4889-836f-5455b3edf123,,S.aureus,94,1410,
83,fdb1c1eb-ab4a-4c79-8b3e-200d7e2201ae,d38a703d-0f74-4491-9cff-3913c0f9c578,1,db5146a1-5057-4889-836f-5455b3edf123,,Strept. Dysgalactiae,89,1410,
84,1ef261e3-dcf9-466f-8b38-629597dc64ea,a2296a69-ea33-48ef-956d-b5d6a14c004d,1,273971c1-c7d7-4bae-8a72-c36475229345,,S.aureus,3,84,
85,c12c1120-393d-4219-947d-05cda6ff538a,1f4f7873-6b59-4227-9d43-2e2fe25053fc,1,229c0ab8-22ec-4090-9a1a-fb227732bdea,,S.aureus,8,84,
86,d83fc390-3ea7-4c82-bd3c-24c50119016c,4ca2c01c-4083-48b4-b858-f21186b932d2,1,e0517b47-c941-4ad4-8cd9-2adfeb3df3ed,,S.aureus,11,84,
88,46539a7e-5483-48f4-830e-9735bf77f18f,a632a0dd-81d8-40d3-a19b-5a99bdcd1e73,1,ddc9540d-12fa-41d8-9e89-20fe83e06957,,S.aureus,13,45,
89,c54ec474-a78c-4c7c-a1d1-0bac5f946c39,6819e16e-da08-4312-895b-8be7cf4f36a7,1,695516b4-66e5-42c6-966e-596eb1379f6a,,S.aureus,7,45,
90,d20f5343-3099-402b-8f63-b2f7f95faacd,5707c198-0a18-4e2c-a109-493cc7b20beb,1,241557e5-c4df-45c8-955f-d73cfa6316e1,,S.aureus,20,45,
91,5ec42650-8344-4545-a18d-1a1d682127eb,dfb99730-2b1a-4ce0-af2e-de0063acd0d8,1,249dad6f-fca2-4ad6-a673-d45c37831f04,,Strept. Uberis,12,561,
92,180dfd62-ad2d-450a-98d4-560bdc1153e2,dfb99730-2b1a-4ce0-af2e-de0063acd0d8,1,249dad6f-fca2-4ad6-a673-d45c37831f04,,Strept. Dysgalactiae,1,572,
93,9d7d5b80-ddb0-4dad-af43-741e830e90ee,dfb99730-2b1a-4ce0-af2e-de0063acd0d8,1,249dad6f-fca2-4ad6-a673-d45c37831f04,,Coagulase-positive staph,2,572,
94,d50c9cb5-2afa-4c2a-b375-871ad8ab3cb2,dfb99730-2b1a-4ce0-af2e-de0063acd0d8,1,249dad6f-fca2-4ad6-a673-d45c37831f04,,E. coli,20,562,
95,eb12ee08-7b7b-4429-a7af-c2ca06c2b661,dfb99730-2b1a-4ce0-af2e-de0063acd0d8,1,249dad6f-fca2-4ad6-a673-d45c37831f04,,Enterobacteriaceae (non-e-coli),0,574,
96,0855bd8e-01bc-4300-9158-a8907bc4ae4e,dfb99730-2b1a-4ce0-af2e-de0063acd0d8,1,249dad6f-fca2-4ad6-a673-d45c37831f04,,Aerococcus spp.,10,555,
97,774c70da-91fa-4bed-8292-5bf650801605,dfb99730-2b1a-4ce0-af2e-de0063acd0d8,1,249dad6f-fca2-4ad6-a673-d45c37831f04,,Arcanobacterium pyogenes,1,580,
98,49910496-c26e-4007-89a0-5c29dacb56c2,dfb99730-2b1a-4ce0-af2e-de0063acd0d8,1,249dad6f-fca2-4ad6-a673-d45c37831f04,,Enterobacteriaceae (no specification),20,559,
99,b9074217-8a2d-4d3e-bd4b-f70d578065dd,dfb99730-2b1a-4ce0-af2e-de0063acd0d8,1,249dad6f-fca2-4ad6-a673-d45c37831f04,,Coagulase-negative staph (CNS),81,388,
100,ce2e50ea-d996-4440-b10d-1d268bb978c9,dfb99730-2b1a-4ce0-af2e-de0063acd0d8,1,249dad6f-fca2-4ad6-a673-d45c37831f04,,Corynebacterium spp. (C.bovis),34,269,
101,6e8804c8-64f0-49bd-b313-64c190558efd,b7761943-0b90-4ff5-8e4d-e74211e551bf,1,519eb51c-7df9-4f15-985a-005f165a9660,,Strept. Uberis,11,603,
102,6dcdd69e-6820-47e7-aa13-ac3025486f62,b7761943-0b90-4ff5-8e4d-e74211e551bf,1,519eb51c-7df9-4f15-985a-005f165a9660,,Strept. Dysgalactiae,0,610,
103,c68e4af6-8510-4b29-95bb-f13551c1fc4f,b7761943-0b90-4ff5-8e4d-e74211e551bf,1,519eb51c-7df9-4f15-985a-005f165a9660,,Coagulase-positive staph,2,609,
104,74ba39ad-e02a-42bc-85c9-469ff66e33fd,b7761943-0b90-4ff5-8e4d-e74211e551bf,1,519eb51c-7df9-4f15-985a-005f165a9660,,E. coli,14,602,
105,2e2d8bc0-5521-4e7a-bf82-1f6565510c38,b7761943-0b90-4ff5-8e4d-e74211e551bf,1,519eb51c-7df9-4f15-985a-005f165a9660,,Enterobacteriaceae (non-e-coli),3,609,
106,d8183360-eb60-46e1-a6ca-f48405be83d9,b7761943-0b90-4ff5-8e4d-e74211e551bf,1,519eb51c-7df9-4f15-985a-005f165a9660,,Aerococcus spp.,6,586,
107,2b218853-3afe-40a5-a1fe-c33bfce571e9,b7761943-0b90-4ff5-8e4d-e74211e551bf,1,519eb51c-7df9-4f15-985a-005f165a9660,,Arcanobacterium pyogenes,1,613,
108,ab4a9ba9-3866-45ce-8d3d-cab4572970bd,b7761943-0b90-4ff5-8e4d-e74211e551bf,1,519eb51c-7df9-4f15-985a-005f165a9660,,Enterobacteriaceae (no specification),17,598,
109,7a4e3f4c-28f2-4095-aedf-dcdfab8d4413,b7761943-0b90-4ff5-8e4d-e74211e551bf,1,519eb51c-7df9-4f15-985a-005f165a9660,,Coagulase-negative staph (CNS),79,411,
110,8c2cf14c-7657-4639-9d7d-33b0dbb9f067,b7761943-0b90-4ff5-8e4d-e74211e551bf,1,519eb51c-7df9-4f15-985a-005f165a9660,,Corynebacterium spp. (C.bovis),28,273,
111,7aff1115-e772-4802-8446-f0d392b94c87,bc345b9f-e333-4992-bcc2-d3a5385616c9,1,95ac1142-2722-499e-8aee-bc7f8c66cf14,,Strept. Uberis,24,572,
112,b286cca3-5eb0-4ae2-84e7-f152f689b028,bc345b9f-e333-4992-bcc2-d3a5385616c9,1,95ac1142-2722-499e-8aee-bc7f8c66cf14,,Strept. Dysgalactiae,3,581,
113,55b1ff84-9637-47dc-8ce3-6884be71c4df,bc345b9f-e333-4992-bcc2-d3a5385616c9,1,95ac1142-2722-499e-8aee-bc7f8c66cf14,,Coagulase-positive staph,2,585,
114,5fb8360d-de62-4fbb-afb5-7461e2e280c9,bc345b9f-e333-4992-bcc2-d3a5385616c9,1,95ac1142-2722-499e-8aee-bc7f8c66cf14,,E. coli,31,575,
115,311664d9-f8b6-4b65-8b9d-5a3cc85452ad,bc345b9f-e333-4992-bcc2-d3a5385616c9,1,95ac1142-2722-499e-8aee-bc7f8c66cf14,,Enterobacteriaceae (non-e-coli),4,588,
116,629d7fed-2181-4ee4-8f65-4684eeba61fe,bc345b9f-e333-4992-bcc2-d3a5385616c9,1,95ac1142-2722-499e-8aee-bc7f8c66cf14,,Aerococcus spp.,15,561,
117,2929754b-af17-42b1-8a7e-0774764fa28f,bc345b9f-e333-4992-bcc2-d3a5385616c9,1,95ac1142-2722-499e-8aee-bc7f8c66cf14,,Arcanobacterium pyogenes,5,588,
118,9af61ef4-4307-4231-81f5-44e61730be0f,bc345b9f-e333-4992-bcc2-d3a5385616c9,1,95ac1142-2722-499e-8aee-bc7f8c66cf14,,Enterobacteriaceae (no specification),35,575,
119,ce588c1f-cebe-4283-b02c-b41ac504a1eb,bc345b9f-e333-4992-bcc2-d3a5385616c9,1,95ac1142-2722-499e-8aee-bc7f8c66cf14,,Coagulase-negative staph (CNS),84,394,
120,04f719f9-9470-4590-8b5d-90f32f388c1f,bc345b9f-e333-4992-bcc2-d3a5385616c9,1,95ac1142-2722-499e-8aee-bc7f8c66cf14,,Corynebacterium spp. (C.bovis),27,248,
121,034c2712-60c7-4962-8abd-1416140c25b0,fe362b4a-577f-46e0-9097-e1e23283ce3b,1,16390403-069f-48c6-95dd-b9d10d60cf76,,S.aureus,1,41,
122,98db6345-d68a-4b92-b478-5c3093f0742b,2abf07cc-7de5-4687-8356-568139d0a81b,1,d4815710-766c-4404-8512-9603d9fd4999,,Corynebacterium spp. (C.bovis),1,76,
123,ef3edb68-1a12-4b06-bdd5-58c606420a52,6403c02d-89be-4d8d-8c95-13f7a51e3653,1,1472da34-647d-4299-993e-6d61cfba23e5,,Strept. Uberis,24,530,
124,a20e9347-3025-4782-914f-166fdd785ce5,6403c02d-89be-4d8d-8c95-13f7a51e3653,1,1472da34-647d-4299-993e-6d61cfba23e5,,Coagulase-positive staph,12,536,
125,dd9b9790-676d-4468-b9a1-f0e0e8c0351d,6403c02d-89be-4d8d-8c95-13f7a51e3653,1,1472da34-647d-4299-993e-6d61cfba23e5,,E. coli,19,556,
126,af6108a2-9ad5-4ecd-971e-f31e1be91274,6403c02d-89be-4d8d-8c95-13f7a51e3653,1,1472da34-647d-4299-993e-6d61cfba23e5,,Strept. Dysgalactiae,1,562,
127,103807ce-4311-4344-beba-425235ad8d41,6403c02d-89be-4d8d-8c95-13f7a51e3653,1,1472da34-647d-4299-993e-6d61cfba23e5,,Coliforms,2,557,
128,4db45bd5-3de1-4ed9-931f-a319bdcfc84e,6403c02d-89be-4d8d-8c95-13f7a51e3653,1,1472da34-647d-4299-993e-6d61cfba23e5,,Pseudomonas spp.,1,564,
129,31b146f0-2ff4-4a70-b971-6ad5ac5ba822,6403c02d-89be-4d8d-8c95-13f7a51e3653,1,1472da34-647d-4299-993e-6d61cfba23e5,,Yeast,2,564,
130,1ce9c7e1-3fad-4289-9551-0b229d362729,6403c02d-89be-4d8d-8c95-13f7a51e3653,1,1472da34-647d-4299-993e-6d61cfba23e5,,Bacillus spp.,16,531,
131,08bbe769-485a-46fe-9671-6cd6c2c128bc,6403c02d-89be-4d8d-8c95-13f7a51e3653,1,1472da34-647d-4299-993e-6d61cfba23e5,,Major Pathogens,90,398,
132,41827efc-9b8e-4ddd-8df3-d87d90585e1a,6403c02d-89be-4d8d-8c95-13f7a51e3653,1,1472da34-647d-4299-993e-6d61cfba23e5,,Coagulase-negative staph (CNS),69,469,
133,98b50a83-fb32-467f-8374-c8d648743f55,6403c02d-89be-4d8d-8c95-13f7a51e3653,1,1472da34-647d-4299-993e-6d61cfba23e5,,Corynebacterium spp. (C.bovis),7,358,
134,6c2a978f-5fe6-49ee-933c-88e34f57f2a2,6403c02d-89be-4d8d-8c95-13f7a51e3653,1,1472da34-647d-4299-993e-6d61cfba23e5,,Minor Pathogens,76,261,
135,c485e56c-c33c-48d3-addf-df747c830e57,bde06e23-ad44-4c45-a92a-82f0b9761c96,1,6abe8db5-3599-460d-a73d-a1b73d7f922c,,Strept. Uberis,17,537,
136,646fbe56-a70d-41c0-a62d-6774937fbc4a,bde06e23-ad44-4c45-a92a-82f0b9761c96,1,6abe8db5-3599-460d-a73d-a1b73d7f922c,,Coagulase-positive staph,15,534,
137,62a622a5-41c2-48f9-bf4b-32594b504ff9,bde06e23-ad44-4c45-a92a-82f0b9761c96,1,6abe8db5-3599-460d-a73d-a1b73d7f922c,,E. coli,13,555,
