"UniqueKey","RECSTATUS","GlobalRecordId","FirstSaveLogonName","FirstSaveTime","LastSaveLogonName","LastSaveTime","FKEY","study_id_expo","trial_expo","Group_expo","Time1","dayspostcalving","from1","to1","Def","COV","DetectionMethod","Ounit1","stratifyingvariable","study_id_expo1","T","trial_expo1","U","Estimatetype","Estimatescale","Group_expo1","CIlevel"
16,1,4deceb49-7f55-4a8b-9049-745fe22447fe,ADDS\mafifi,3/23/2019 12:57:24 AM,ADDS\mafifi,3/23/2019 12:57:24 AM,d8f68ad9-47e1-4b90-836d-b60e5bcd5fbe,115,1,1_Naficillin+Pen+Strept,1,7,,,,,Culture,Quarter,No-stratification (totals),,,,,,,,
17,1,44d0e732-7e97-4ebd-95a9-20719b49cc71,ADDS\mafifi,3/23/2019 12:59:09 AM,ADDS\mafifi,3/23/2019 12:59:09 AM,d8f68ad9-47e1-4b90-836d-b60e5bcd5fbe,115,1,1_Naficillin+Pen+Strept,2,14,,,,,Culture,Quarter,No-stratification (totals),,,,,,,,
18,1,50359899-f028-4df2-8354-cb6a76785f6f,ADDS\mafifi,3/23/2019 1:57:36 AM,ADDS\mafifi,3/23/2019 1:59:48 AM,ac1869a4-c09a-49b4-aed6-4567d2c9504c,115,1,2_Cefquinome,1,7,,,,,Culture,Quarter,No-stratification (totals),,,,,,,,
19,1,58861ff3-8b9e-484e-a6a1-6232625586e5,ADDS\mafifi,3/23/2019 1:59:46 AM,ADDS\mafifi,3/23/2019 1:59:46 AM,ac1869a4-c09a-49b4-aed6-4567d2c9504c,115,1,2_Cefquinome,2,14,,,,,Culture,Quarter,No-stratification (totals),,,,,,,,
20,1,2cd49a92-547b-4683-a6dc-c286808c8b2e,ADDS\mafifi,3/23/2019 9:46:14 PM,ADDS\mafifi,9/10/2019 2:57:54 PM,dec85153-a80f-4f29-8a2a-4464ff36cbd3,118,1,1_Cefquinome,1,,0,10,,,Culture,Quarter,No-stratification (totals),,,,,,,,
21,1,6044f510-e0ba-4cff-ad84-42841c87cf41,ADDS\mafifi,3/23/2019 10:53:06 PM,ADDS\mafifi,3/23/2019 10:54:10 PM,f128ad75-a47f-4549-b50e-6307d14395e3,118,1,2_Cloxa+TS,1,,0,10,,,Culture,Quarter,No-stratification (totals),,,,,,,,
22,1,18515522-0f9d-4317-8086-b8cd61fde6f0,ADDS\mafifi,3/23/2019 11:02:42 PM,ADDS\mafifi,3/23/2019 11:04:13 PM,17e05517-7c38-41a1-b6da-20eb61944bd1,118,1,3_Cloxa,1,,0,10,,,Culture,Quarter,No-stratification (totals),,,,,,,,
23,1,a4f61b66-8a8d-4c4f-81cb-88e22b5df23a,ADDS\mafifi,3/24/2019 9:36:22 PM,ADDS\mafifi,3/24/2019 9:36:22 PM,b063dbef-ba68-4cb3-92c6-28010814c602,126,1,1_Pen+strept,1,,1,5,,,Culture,Quarter,No-stratification (totals),,,,,,,,
24,1,055c53d9-c59c-4421-8bf0-b9c9ace46e67,ADDS\mafifi,3/24/2019 9:39:26 PM,ADDS\mafifi,3/24/2019 9:39:26 PM,0a7f8079-e973-4524-87bd-f4195ebf3c7c,126,1,2_Pen+strept,1,,1,5,,,Culture,Quarter,No-stratification (totals),,,,,,,,
25,1,b1ff88f0-49c4-4d43-b2e0-fc09852151fc,ADDS\mafifi,3/24/2019 9:42:07 PM,ADDS\mafifi,3/24/2019 9:42:07 PM,7ca42669-2e72-425f-b023-60487066a6ad,126,1,3_Pen+strept,1,,,,,,Culture,Quarter,No-stratification (totals),,,,,,,,
26,1,d82d50ea-58c9-41ef-a9a1-99fafec6d6a0,ADDS\mafifi,3/24/2019 9:45:43 PM,ADDS\mafifi,3/24/2019 9:45:43 PM,35f29b13-ae3f-47a7-9156-162cf0b4fc65,126,1,4_-ve control,1,,1,5,,,Culture,Quarter,No-stratification (totals),,,,,,,,
27,1,20d95b4d-91b2-487f-b321-387d77eda9e8,ADDS\mafifi,3/24/2019 11:35:45 PM,ADDS\mafifi,3/24/2019 11:41:45 PM,9e4af03d-e676-4c1a-9e1b-3033fb5d299d,127,1,1_Cloxa+Ampicillin+TS,1,,3,86,"cows having a somatic cell count (SCC) >150,000 cells/mL at the first post-calving herd test",150,SCC,Cow,No-stratification (totals),127,1,1,Cow,OR,linear,1_Cloxa+Ampicillin+TS,95%
28,1,efba9110-72de-4819-bf62-6ab8130e2766,ADDS\mafifi,3/25/2019 1:26:01 AM,ADDS\mafifi,11/26/2019 6:04:45 PM,e412e6aa-8375-4049-868d-250cb85512b7,129,1,1_Cloxa,1,,4,11,,,Culture,Quarter,No-stratification (totals),,,,,,,,
29,1,749505f0-7789-40fb-9204-b6ed11cd27f7,ADDS\mafifi,4/2/2019 12:03:47 PM,ADDS\mafifi,4/2/2019 12:06:39 PM,5d3108cf-2e58-4dac-b7c9-eb096ee26eb6,132,1,1_Pen+strept,1,,7,14,,,Culture,Quarter,No-stratification (totals),,,,,,,,
30,1,75a53190-045f-45ef-9194-be3ed5cf991f,ADDS\mafifi,4/2/2019 12:05:39 PM,ADDS\mafifi,4/2/2019 12:26:42 PM,5d3108cf-2e58-4dac-b7c9-eb096ee26eb6,132,1,1_Pen+strept,1,,0,14,,,Culture,Cow,No-stratification (totals),,,,,,,,
31,1,833a1f4a-2259-4da7-b18c-e986094f6a1b,ADDS\mafifi,4/2/2019 12:16:36 PM,ADDS\mafifi,4/2/2019 12:35:49 PM,eeb7c944-a332-46bd-9a14-da7d06f396e5,132,1,2_Pen+strept,1,,7,14,,,Culture,Quarter,No-stratification (totals),,,,,,,,
32,1,6be9c943-33e6-471b-a1ce-b688b8b1fa92,ADDS\mafifi,4/2/2019 12:17:11 PM,ADDS\mafifi,4/2/2019 12:35:10 PM,eeb7c944-a332-46bd-9a14-da7d06f396e5,132,1,2_Pen+strept,1,,7,14,,,Culture,Cow,No-stratification (totals),,,,,,,,
33,1,a1c04589-b9ab-4402-bbb1-caafb7f6c3ca,ADDS\mafifi,4/5/2019 12:18:01 AM,ADDS\mafifi,4/5/2019 12:24:17 AM,d924fb20-b02b-4c3a-927b-0a133677e53e,613,1,1_Pen+strept,1,6,,,,,Culture,Cow,No-stratification (totals),613,1,1,Cow,OR,ln,1_Pen+strept,95%
34,1,d5d70d06-c497-427a-983d-6daeae20f2a5,ADDS\mafifi,4/5/2019 12:18:38 AM,ADDS\mafifi,4/5/2019 12:20:09 AM,100524d9-2b15-4912-b1bc-29d84860b5c8,613,1,2_Pen+strept,1,6,,,,,Culture,Cow,No-stratification (totals),,,,,,,,
35,1,87be8f9c-615e-417d-99a9-a4f42d8ce328,ADDS\mafifi,4/5/2019 12:22:05 AM,ADDS\mafifi,4/5/2019 12:23:08 AM,aba8f440-9ea7-4f00-a1c0-29513fbf4eb6,613,1,3_PenicillinG,1,6,,,,,Culture,Cow,No-stratification (totals),613,1,1,Cow,OR,ln,3_PenicillinG,95%
36,1,7c69af7c-f024-4e49-8a25-0041f71b6008,ADDS\mafifi,4/5/2019 4:45:54 PM,ADDS\mafifi,4/5/2019 4:45:54 PM,a8fd2daf-e1bf-47e4-9c9b-4722251bc9d9,225,1,1_-ve control,1,,,,,,Culture,Quarter,No-stratification (totals),,,,,,,,
37,1,b158f679-9e67-4a2b-a530-451f29e44aac,ADDS\mafifi,4/5/2019 4:47:39 PM,ADDS\mafifi,4/5/2019 4:47:39 PM,b282a66d-2174-4754-8eeb-5fee7f7f17d5,225,1,2_Cloxa,1,,,,,,Culture,Quarter,No-stratification (totals),,,,,,,,
38,1,8169b1ed-2ac9-409d-addc-e5d887fab68c,ADDS\mafifi,4/5/2019 4:49:33 PM,ADDS\mafifi,4/5/2019 4:49:33 PM,96f3b034-4aa5-4777-b17f-05d3e4271855,225,1,3_Cloxa,1,,,,,,Culture,Quarter,No-stratification (totals),,,,,,,,
39,1,9eab0c38-6ad8-47d1-9289-cfa93b3eac68,ADDS\mafifi,4/5/2019 4:51:30 PM,ADDS\mafifi,4/5/2019 4:51:41 PM,0ccc5e97-9a5f-4a90-ad46-83163e782b52,225,1,4_Cloxa,1,1,,,,,Culture,Quarter,No-stratification (totals),,,,,,,,
40,1,eef1376e-6da3-4c04-b8f3-77ba7bf2fcd6,ADDS\mafifi,4/6/2019 9:37:43 PM,ADDS\mafifi,4/6/2019 11:14:26 PM,0ec2c90c-c803-4a2b-a68f-dbf50491b446,268,1,1_Cloxa,1,1,,,,,Culture,Quarter,No-stratification (totals),,,,,,,,
41,1,9991e648-6b27-4caf-bdf5-32b291b0bcdd,ADDS\mafifi,4/6/2019 9:40:00 PM,ADDS\mafifi,4/6/2019 11:14:48 PM,0ec2c90c-c803-4a2b-a68f-dbf50491b446,268,1,1_Cloxa,2,7,,,,,Culture,Quarter,No-stratification (totals),,,,,,,,
42,1,b64685ad-bf71-4bdc-be61-a787f3eb34e9,ADDS\mafifi,4/6/2019 9:41:18 PM,ADDS\mafifi,4/6/2019 11:15:10 PM,0ec2c90c-c803-4a2b-a68f-dbf50491b446,268,1,1_Cloxa,3,14,,,,,Culture,Quarter,No-stratification (totals),,,,,,,,
43,1,e38edf4e-3c32-4a51-849b-28a0fca581ea,ADDS\mafifi,4/6/2019 9:42:19 PM,ADDS\mafifi,4/6/2019 11:15:39 PM,0ec2c90c-c803-4a2b-a68f-dbf50491b446,268,1,1_Cloxa,4,21,,,,,Culture,Quarter,No-stratification (totals),,,,,,,,
44,1,9d9effd3-a9d3-4792-9e23-7eb103239b71,ADDS\mafifi,4/6/2019 9:53:14 PM,ADDS\mafifi,4/6/2019 11:17:57 PM,42c2a337-8c58-483b-9e9a-3c011506011d,268,1,2_Cloxa,1,1,,,,,Culture,Quarter,No-stratification (totals),,,,,,,,
45,1,dff1c777-ae78-4170-b669-eede4a96d4f5,ADDS\mafifi,4/6/2019 10:30:28 PM,ADDS\mafifi,4/6/2019 11:18:20 PM,42c2a337-8c58-483b-9e9a-3c011506011d,268,1,2_Cloxa,1,7,,,,,Culture,Quarter,No-stratification (totals),,,,,,,,
46,1,f14b31b1-6133-4369-91ca-12a1ab438d5b,ADDS\mafifi,4/6/2019 10:48:30 PM,ADDS\mafifi,4/6/2019 11:18:40 PM,42c2a337-8c58-483b-9e9a-3c011506011d,268,1,2_Cloxa,3,14,,,,,Culture,Quarter,No-stratification (totals),,,,,,,,
47,1,f33b2b7c-5d06-45bd-a6bc-cb562c791032,ADDS\mafifi,4/6/2019 10:50:22 PM,ADDS\mafifi,4/6/2019 11:19:04 PM,42c2a337-8c58-483b-9e9a-3c011506011d,268,1,2_Cloxa,3,21,,,,,Culture,Quarter,No-stratification (totals),,,,,,,,
48,1,1fc3e0ec-02c3-43ed-b5ec-495e7b52114c,ADDS\mafifi,4/6/2019 11:20:34 PM,ADDS\mafifi,4/18/2019 8:58:03 PM,7bccbc10-c415-4a30-9ab5-2aa9ab9f67e7,268,1,3_-ve control,1,1,,,,,Culture,Quarter,No-stratification (totals),,,,,,,,
49,1,d7ba9ebb-ad09-4b9f-94db-44ba7e3f2926,ADDS\mafifi,4/6/2019 11:21:33 PM,ADDS\mafifi,4/18/2019 8:57:50 PM,7bccbc10-c415-4a30-9ab5-2aa9ab9f67e7,268,1,3_-ve control,2,7,,,,,Culture,Quarter,No-stratification (totals),,,,,,,,
50,1,92c901f3-083d-44b9-a4c6-c01f67f20e98,ADDS\mafifi,4/6/2019 11:22:32 PM,ADDS\mafifi,4/18/2019 8:57:50 PM,7bccbc10-c415-4a30-9ab5-2aa9ab9f67e7,268,1,3_-ve control,3,14,,,,,Culture,Quarter,No-stratification (totals),,,,,,,,
51,1,64d0ba70-6324-415d-a788-a457fb6cf99d,ADDS\mafifi,4/6/2019 11:23:39 PM,ADDS\mafifi,4/18/2019 8:57:38 PM,7bccbc10-c415-4a30-9ab5-2aa9ab9f67e7,268,1,3_-ve control,4,21,,,,,Culture,Quarter,No-stratification (totals),,,,,,,,
52,1,cdbd1f57-27be-4318-b1e6-519d54442009,ADDS\mafifi,4/8/2019 12:44:48 AM,ADDS\mafifi,4/8/2019 1:00:41 AM,8f6278f2-2545-4e00-80ab-3bfa179ec129,351,1,1_-ve control,1,1,,,,,Culture,Quarter,No-stratification (totals),,,,,,,,
53,1,37e77cb8-06fc-488d-a5c5-4ac79b0d1a52,ADDS\mafifi,4/8/2019 1:00:40 AM,ADDS\mafifi,4/8/2019 1:17:08 AM,8f6278f2-2545-4e00-80ab-3bfa179ec129,351,1,1_-ve control,2,14,,,,,Culture,Quarter,No-stratification (totals),,,,,,,,
54,1,de913ece-1038-45ee-9ff7-b3b179344795,ADDS\mafifi,4/8/2019 1:03:32 AM,ADDS\mafifi,4/23/2019 11:08:41 PM,83a5dd2f-24c2-4048-9b7d-df455b67d18d,351,1,2_Pen+neomycin,1,1,,,,,Culture,Quarter,No-stratification (totals),,,,,,,,
55,1,864c8e2a-ec47-46c9-8e50-1a63f759adbd,ADDS\mafifi,4/8/2019 1:06:53 AM,ADDS\mafifi,4/23/2019 11:10:02 PM,83a5dd2f-24c2-4048-9b7d-df455b67d18d,351,1,2_Pen+neomycin,2,14,,,,,Culture,Quarter,No-stratification (totals),,,,,,,,
56,1,f821295f-29ff-44d7-8d92-2e17204ba68a,ADDS\mafifi,4/8/2019 1:11:23 AM,ADDS\mafifi,4/8/2019 1:18:11 AM,8f6278f2-2545-4e00-80ab-3bfa179ec129,351,1,1_-ve control,2,14,,,,200,SCC,Quarter,No-stratification (totals),351,2,1,Quarter,OR,ln,1_-ve control,95%
57,1,3c09ba28-81f1-40cb-ac43-da113b4a93c1,ADDS\mafifi,4/8/2019 1:12:09 AM,ADDS\mafifi,4/23/2019 11:10:19 PM,83a5dd2f-24c2-4048-9b7d-df455b67d18d,351,1,2_Pen+neomycin,2,14,,,,200,SCC,Quarter,No-stratification (totals),,,,,,,,
58,1,4d90025b-964f-47b7-aa87-c698a5b172d3,ADDS\mafifi,4/8/2019 3:43:45 PM,ADDS\mafifi,4/8/2019 3:49:42 PM,3a0ababa-e744-426f-ad5a-20cbac1179bf,408,1,1_Neomycin,1,,1,30,,,Culture,Quarter,No-stratification (totals),,,,,,,,
59,1,44d14781-0b3c-47b9-bdce-05946d04e60c,ADDS\mafifi,4/8/2019 3:51:51 PM,ADDS\mafifi,4/8/2019 3:51:51 PM,a34a51fd-6bff-494c-9682-008256e176bf,408,1,2_Neomycin,1,,1,30,,,Culture,Quarter,No-stratification (totals),,,,,,,,
60,1,3a02fab6-ca91-4cbe-8434-0c75bcb415b5,ADDS\mafifi,4/8/2019 9:07:41 PM,ADDS\mafifi,4/8/2019 9:21:03 PM,79d60187-5de1-432c-9bfb-e69373932767,319,1,1_TS only,1,,1,8," isolation of any major mastitis-causing organism  in conjunction with an SCC > 200,000 cells/mL 
 isolation of CNS (> 10 CFUs/0.01 mL) in conjunction with an SCC > 200,000 cells/mL

",,Culture,Quarter,No-stratification (totals),,,,,,,,
61,1,03c4a59f-13b9-4f4f-ba6e-dc970a76b776,ADDS\mafifi,4/8/2019 9:15:54 PM,ADDS\mafifi,4/8/2019 9:21:31 PM,913f0266-c8f3-4e31-bdf9-45d30ffe1f5f,319,1,2_Cloxa,1,,1,8," isolation of any major mastitis-causing organism  in conjunction with an SCC > 200,000 cells/mL 
 isolation of CNS (> 10 CFUs/0.01 mL) in conjunction with an SCC > 200,000 cells/mL",,Culture,Quarter,No-stratification (totals),,,,,,,,
62,1,e5c784a3-61cc-4cd8-9ba6-2060af9ec781,ADDS\mafifi,4/8/2019 9:19:09 PM,ADDS\mafifi,4/8/2019 9:34:55 PM,b100513a-09be-4158-b334-516e62acb8ce,319,1,3_Cloxa+TS,1,,1,8," isolation of any major mastitis-causing organism  in conjunction with an SCC > 200,000 cells/mL 
 isolation of CNS (> 10 CFUs/0.01 mL) in conjunction with an SCC > 200,000 cells/mL",,Culture,Quarter,No-stratification (totals),,,,,,,,
63,1,6444b213-638f-4d29-8010-b42bcaa5cf29,ADDS\mafifi,4/8/2019 9:22:19 PM,ADDS\mafifi,4/8/2019 9:37:47 PM,29262fe2-2d20-41b9-96c7-5a1f338484cd,319,1,4_Cloxa,1,,1,8," isolation of any major mastitis-causing organism  in conjunction with an SCC > 200,000 cells/mL 
 isolation of CNS (> 10 CFUs/0.01 mL) in conjunction with an SCC > 200,000 cells/mL",,Culture,Quarter,No-stratification (totals),,,,,,,,
64,1,c1146645-cff5-4dce-9a7a-9e711ac62e68,ADDS\mafifi,4/9/2019 10:11:53 PM,ADDS\mafifi,4/9/2019 10:52:00 PM,76ab6a5c-7772-46ff-b8f3-4a15d95acbdf,298,1,2_Cloxa+TS,1,,,,,,Culture,Quarter,No-stratification (totals),,,,,,,,
65,1,9b9c51ae-4d69-40cb-8a88-63f345550e23,ADDS\mafifi,4/9/2019 10:32:30 PM,ADDS\mafifi,4/9/2019 10:48:05 PM,905f5717-04af-4324-9c2f-1fca4a8e3180,298,1,1_Cloxa,1,,4,7,,,Culture,Quarter,No-stratification (totals),,,,,,,,
66,1,79455e80-0435-40ae-8560-165cdd660b83,ADDS\mafifi,4/16/2019 12:54:05 AM,ADDS\mafifi,4/16/2019 12:54:05 AM,16085b83-e442-42de-ac1d-255b6e1ab6bb,213,1,1_Framycetin+Penethamate hydroiodide+penicillin,1,1,,,,,Culture,Quarter,No-stratification (totals),,,,,,,,
67,1,b8446453-caae-4ff3-a20c-0aa3e345d59d,ADDS\mafifi,4/16/2019 12:55:24 AM,ADDS\mafifi,4/16/2019 12:55:25 AM,06ab8d28-e331-4cad-afd2-c404d62e13aa,213,1,2_Cloxa,1,1,,,,,Culture,Quarter,No-stratification (totals),,,,,,,,
70,1,e014712d-b2fc-49f5-8184-0018849f7c8f,ADDS\mafifi,4/22/2019 2:51:30 AM,ADDS\mafifi,4/22/2019 2:55:43 AM,fb6c582b-2e9f-4c3d-95ed-c6d0d70eba6a,212,1,1_Ab mixture+TS,1,,6,14,,,Culture,Quarter,No-stratification (totals),,,,,,,,
71,1,4826ca70-f50b-498c-9892-3228a525c05c,ADDS\mafifi,4/22/2019 2:57:34 AM,ADDS\mafifi,4/22/2019 2:57:34 AM,26c44edb-8622-4b1f-b7ac-6aac3be5a8ad,212,1,2_Ab mixture,1,,6,14,,,Culture,Quarter,No-stratification (totals),,,,,,,,
72,1,885d8f83-6e7f-4aab-b62b-eed038fbc4b4,ADDS\mafifi,4/24/2019 12:28:48 AM,ADDS\mafifi,4/24/2019 12:28:49 AM,a0cf4908-28ca-449e-9e7a-491d076df5d0,353,1,1_Pen+strept+TS,1,1,,,,,Culture,Cow,No-stratification (totals),,,,,,,,
73,1,6a9c76b5-b2cb-4e21-82c0-d27f06e179d6,ADDS\mafifi,4/24/2019 12:29:52 AM,ADDS\mafifi,4/24/2019 12:31:44 AM,12a589b7-2573-4210-a8af-ab49a3e57454,353,1,2_Ceftiofur+TS,1,1,,,,,Culture,Cow,No-stratification (totals),353,1,1,Cow,OR,ln,2_Ceftiofur+TS,95%
74,1,e6c7cbea-3c40-41ba-bdc3-67e882082851,ADDS\mafifi,4/24/2019 11:33:02 AM,ADDS\mafifi,4/24/2019 11:33:02 AM,b510b495-876e-462d-b38f-795888dee855,394,1,1_Tilmicosin,1,2,,,,,Culture,Quarter,No-stratification (totals),,,,,,,,
75,1,33e76199-adad-4544-a3e0-abd78d1cb3a7,ADDS\mafifi,4/24/2019 11:36:10 AM,ADDS\mafifi,4/24/2019 11:36:10 AM,fd039d4e-27e8-4c51-9869-0d3a66976bb5,394,1,2_Cloxa,1,2,,,,,Culture,Quarter,No-stratification (totals),,,,,,,,
76,1,f6a6b047-3471-4cab-8540-e36b42da8cf9,ADDS\mafifi,5/8/2019 2:04:13 PM,ADDS\mafifi,5/8/2019 2:04:14 PM,d493b14c-364d-42dc-85ad-1cc1c7dedc26,562,1,1_Spiramycin + Strept,1,,1,7,,,Culture,Quarter,No-stratification (totals),,,,,,,,
77,1,b61bb875-18fc-4aea-9a8e-688cec71c274,ADDS\mafifi,5/8/2019 2:12:51 PM,ADDS\mafifi,5/8/2019 2:12:51 PM,68629c3d-59e0-4f52-a70c-1f110a0d5975,562,1,_-ve control,1,,1,7,"at parturition, results were interpreted in series (i.e. if a pathogen was isolated from the same quarter at both samplings the cow was considered infected)",,Culture,Cow,No-stratification (totals),,,,,,,,
78,1,9a0256a7-3656-46e3-b8a8-3cb4348d94c5,ADDS\mafifi,5/13/2019 2:16:26 AM,ADDS\mafifi,10/30/2019 8:13:53 PM,4fb0db4e-ee55-4380-8464-6544a890ba6a,286,1,2_Ab mixture+TS,1,,,,"The SCC threshold was ≥150,000 cells/mL for primiparous cows and ≥250,000 cells/mL for multiparous cows",,SCC,Cow,Others,286,1,1,Cow,OR,linear,2_Ab mixture+TS,95%
81,1,6d898187-7c3d-493a-97d5-af0d77e0ef6a,ADDS\mafifi,6/2/2019 2:39:25 AM,ADDS\mafifi,6/2/2019 2:39:27 AM,616c0526-253b-4820-a4c6-0163d7fd4690,719,1,3_Novobiocin,1,5,,,,,Culture,Quarter,No-stratification (totals),,,,,,,,
82,1,6125b104-9bde-4000-9ba3-cb56fc1d9096,ADDS\mafifi,6/2/2019 2:39:56 AM,ADDS\mafifi,6/2/2019 2:41:11 AM,0a189c90-2c06-4dee-a9df-5ad57be1ff92,719,1,1_Placebo,1,5,,,,,Culture,Quarter,No-stratification (totals),,,,,,,,
83,1,59a99983-e693-4955-9177-e155b1b29e6c,ADDS\mafifi,6/2/2019 2:41:37 AM,ADDS\mafifi,6/2/2019 2:41:37 AM,385eb354-08b5-495a-bbad-b83a2928b125,719,1,2_Novobiocin,1,5,,,,,Culture,Quarter,No-stratification (totals),,,,,,,,
84,1,57e5c8f8-e08b-4754-969c-3195d6b911ec,ADDS\mafifi,6/10/2019 2:14:39 AM,ADDS\mafifi,6/10/2019 2:14:39 AM,09aeaa7d-67cd-4878-8be6-327b5c813586,667,1,1_Norfloxacin,1,,7,21,,,Culture,Quarter,No-stratification (totals),,,,,,,,
85,1,cdfe52f2-95c6-47b3-8b91-77f6c39b2b2f,ADDS\mafifi,6/10/2019 2:16:16 AM,ADDS\mafifi,6/10/2019 2:16:16 AM,3b878de6-e002-4385-936e-f22744242988,667,1,2_Oxytetracycline,1,,7,21,,,Culture,Quarter,No-stratification (totals),,,,,,,,
86,1,7b9b5cc0-f5c4-4635-9ae8-579e4e8d5c42,ADDS\mafifi,6/10/2019 2:18:42 AM,ADDS\mafifi,6/10/2019 2:18:42 AM,d9b35b67-fe88-48b7-ae2c-043fcaac0cd9,667,1,3_Cephapirin,1,,7,21,,,Culture,Quarter,No-stratification (totals),,,,,,,,
