"UniqueKey","UniqueRowId","GlobalRecordId","RECSTATUS","FKEY","Stratificationlevels","Pathogenspp","Ve","Total","Others_Def"
777,8601cfa5-24a9-4e78-93b2-c2f99f180c90,f86558c1-f80a-4aaf-a832-169f8500d207,1,68220cb5-95a8-4ad8-9453-b704ccc00b40,,Arcanobacterium pyogenes,0,0,
778,0c031a5d-4dad-4e9f-97ba-996277d050ed,f86558c1-f80a-4aaf-a832-169f8500d207,1,68220cb5-95a8-4ad8-9453-b704ccc00b40,,Others,10,10,
779,97cb9b6f-2cc0-4f9c-af98-b2ff70c26cd4,f86558c1-f80a-4aaf-a832-169f8500d207,1,68220cb5-95a8-4ad8-9453-b704ccc00b40,,Coagulase-negative staph (CNS),169,202,
780,eec4551b-43cc-4db1-a768-bee1be06e5af,f86558c1-f80a-4aaf-a832-169f8500d207,1,68220cb5-95a8-4ad8-9453-b704ccc00b40,,Corynebacterium spp. (C.bovis),312,340,
781,83d781d0-7013-49cb-8732-f038a446feac,e2ffa003-0959-4e31-91d0-b69aa64379f6,1,94d03ccf-7cd5-4055-9f02-eb79af3ebd54,,Non-pathogen specific,45,57,"CNS, streptococci or S. aureus"
782,297c93cc-caf4-4cbb-921a-a65722cd111a,e2ffa003-0959-4e31-91d0-b69aa64379f6,1,94d03ccf-7cd5-4055-9f02-eb79af3ebd54,,Coagulase-negative staph (CNS),30,41,
783,2fe2b5f8-883a-4329-814a-7eb36753ff99,e2ffa003-0959-4e31-91d0-b69aa64379f6,1,94d03ccf-7cd5-4055-9f02-eb79af3ebd54,,Strept.spp (no specification),14,14,
784,1b838e62-41aa-47e1-9316-5193ebf5d93f,8379ecad-b451-439b-a98d-b4cad03da271,1,a6ee8685-a018-4d05-8dc7-02b39fce797a,,Non-pathogen specific,60,68,
785,745ee980-eb15-4e20-b78c-7437484789b9,8379ecad-b451-439b-a98d-b4cad03da271,1,a6ee8685-a018-4d05-8dc7-02b39fce797a,,Coagulase-negative staph (CNS),25,28,
786,a9f38b8f-da06-4b68-926e-52cbd8ea7087,8379ecad-b451-439b-a98d-b4cad03da271,1,a6ee8685-a018-4d05-8dc7-02b39fce797a,,Strept.spp (no specification),31,34,
787,2df12ebe-f414-4dc5-a39e-df04a65ea1f3,3158c3b2-180b-4755-a2ca-d721512002d2,1,3103c87e-e50d-45a4-92e0-a28dccdccc04,,Non-pathogen specific,57,73,
788,21c0cf64-6f05-4d59-9564-8b8091dbc3b9,3158c3b2-180b-4755-a2ca-d721512002d2,1,3103c87e-e50d-45a4-92e0-a28dccdccc04,,Coagulase-negative staph (CNS),42,58,
751,3207ee92-f8fb-4d78-8bec-66cba05501d5,78a9e798-f42c-4e70-af4d-9920f334ebb6,1,efb07195-1f83-496c-8418-f69b2622dc3e,,Strept. Uberis,12,16,
752,b08efccf-d046-46a1-9374-88bc0efa0503,78a9e798-f42c-4e70-af4d-9920f334ebb6,1,efb07195-1f83-496c-8418-f69b2622dc3e,,Strept. Dysgalactiae,7,7,
753,01ca1edd-b9bf-42ed-b7f8-c7ccf45ae3b7,78a9e798-f42c-4e70-af4d-9920f334ebb6,1,efb07195-1f83-496c-8418-f69b2622dc3e,,Coagulase-positive staph,2,3,
754,4592f000-6871-48ea-9eee-297081cdc0c8,78a9e798-f42c-4e70-af4d-9920f334ebb6,1,efb07195-1f83-496c-8418-f69b2622dc3e,,E. coli,12,13,
755,e2f7f42d-8bbd-42b5-8482-9e9f8a249b47,78a9e798-f42c-4e70-af4d-9920f334ebb6,1,efb07195-1f83-496c-8418-f69b2622dc3e,,Enterobacteriaceae (non-e-coli),0,0,
756,f2ee099e-f012-45c6-b550-240945bc2596,78a9e798-f42c-4e70-af4d-9920f334ebb6,1,efb07195-1f83-496c-8418-f69b2622dc3e,,Aerococcus spp.,27,27,
757,454b87f4-716f-467d-8c58-8fc01fb2083a,78a9e798-f42c-4e70-af4d-9920f334ebb6,1,efb07195-1f83-496c-8418-f69b2622dc3e,,Arcanobacterium pyogenes,0,0,
758,239d3f91-c95d-4d38-9521-c91157d7d42e,78a9e798-f42c-4e70-af4d-9920f334ebb6,1,efb07195-1f83-496c-8418-f69b2622dc3e,,Others,18,18,Other major pathogens
759,f17bb326-1f4f-4568-b451-9c988ead2f24,78a9e798-f42c-4e70-af4d-9920f334ebb6,1,efb07195-1f83-496c-8418-f69b2622dc3e,,Coagulase-negative staph (CNS),139,194,
760,56eb2cde-117b-4fef-8f1e-2e41e16b33e9,78a9e798-f42c-4e70-af4d-9920f334ebb6,1,efb07195-1f83-496c-8418-f69b2622dc3e,,Corynebacterium spp. (C.bovis),291,340,
761,a2d35cc3-73fd-4f8f-bc01-8ae91e587ec7,4558a093-39c2-4559-b300-eb167c6061fc,1,2e49d027-08cc-4a06-a2a0-1cbf0af7e589,,Strept. Uberis,16,16,
762,ff3e65e5-0dd6-481e-afe2-f9e8a6352c8b,4558a093-39c2-4559-b300-eb167c6061fc,1,2e49d027-08cc-4a06-a2a0-1cbf0af7e589,,Strept. Dysgalactiae,2,2,
763,c20d7ec0-86fe-445a-a3a3-e6b18e706160,4558a093-39c2-4559-b300-eb167c6061fc,1,2e49d027-08cc-4a06-a2a0-1cbf0af7e589,,Coagulase-positive staph,5,5,
789,f47a785a-6bee-445b-aa8e-d3268ea21a52,3158c3b2-180b-4755-a2ca-d721512002d2,1,3103c87e-e50d-45a4-92e0-a28dccdccc04,,Strept.spp (no specification),14,14,
790,169f8e82-2821-482e-a52c-5dcd7358a560,84cc00f5-9861-4a4e-bd25-8b1f0b1c399f,1,eb8e9366-93cc-4d8e-9a57-1b02769d1c64,,Strept. Uberis,35,36,
791,a2fd779f-55eb-456a-af13-a95f16541a86,84cc00f5-9861-4a4e-bd25-8b1f0b1c399f,1,eb8e9366-93cc-4d8e-9a57-1b02769d1c64,,Coagulase-positive staph,27,30,
792,846ea0c5-57ad-4c30-b31e-69cc42cec6ca,84cc00f5-9861-4a4e-bd25-8b1f0b1c399f,1,eb8e9366-93cc-4d8e-9a57-1b02769d1c64,,E. coli,10,10,
793,be0c943d-5061-4dec-bb21-bcaf1fbaec9a,84cc00f5-9861-4a4e-bd25-8b1f0b1c399f,1,eb8e9366-93cc-4d8e-9a57-1b02769d1c64,,Strept. Dysgalactiae,4,4,
794,c48a9ae6-a6bf-4077-8298-ac988a539c8f,84cc00f5-9861-4a4e-bd25-8b1f0b1c399f,1,eb8e9366-93cc-4d8e-9a57-1b02769d1c64,,Coliforms,7,9,other coliforms
795,2ac23122-b8ea-459e-8606-1d7aef413a26,84cc00f5-9861-4a4e-bd25-8b1f0b1c399f,1,eb8e9366-93cc-4d8e-9a57-1b02769d1c64,,Pseudomonas spp.,2,2,
796,d79a51ab-f2ed-4a2b-b47f-bf32dc576218,84cc00f5-9861-4a4e-bd25-8b1f0b1c399f,1,eb8e9366-93cc-4d8e-9a57-1b02769d1c64,,Yeast,2,2,
797,2a343f68-5e6e-4026-b797-8a91c9f81bc0,84cc00f5-9861-4a4e-bd25-8b1f0b1c399f,1,eb8e9366-93cc-4d8e-9a57-1b02769d1c64,,Bacillus spp.,11,35,
798,73b5dd87-f539-4460-ac30-c71d392edda3,84cc00f5-9861-4a4e-bd25-8b1f0b1c399f,1,eb8e9366-93cc-4d8e-9a57-1b02769d1c64,,Major Pathogens,114,168,
799,41e03c5a-b2fd-476b-8d74-9cb550263cc4,84cc00f5-9861-4a4e-bd25-8b1f0b1c399f,1,eb8e9366-93cc-4d8e-9a57-1b02769d1c64,,Coagulase-negative staph (CNS),75,97,
800,e3065815-01e1-4c36-9b22-db40adf2f085,84cc00f5-9861-4a4e-bd25-8b1f0b1c399f,1,eb8e9366-93cc-4d8e-9a57-1b02769d1c64,,Corynebacterium spp. (C.bovis),195,208,
801,48d562f9-7838-46da-baf7-a76644bc2482,e7b24ff7-9d04-4244-a8aa-7f97276ea3d2,1,aa6ebc47-adb0-4a9e-8e8e-e53bee32ddfb,,Strept. Uberis,27,29,
802,b608b0bd-56fa-43c7-be10-e52d151cbc39,e7b24ff7-9d04-4244-a8aa-7f97276ea3d2,1,aa6ebc47-adb0-4a9e-8e8e-e53bee32ddfb,,Coagulase-positive staph,29,32,
803,b31022f4-f092-467d-9c35-9ce4d6eeafa6,e7b24ff7-9d04-4244-a8aa-7f97276ea3d2,1,aa6ebc47-adb0-4a9e-8e8e-e53bee32ddfb,,E. coli,10,11,
804,18e09f88-19ca-48cb-a4ad-6dcdf178e3e6,e7b24ff7-9d04-4244-a8aa-7f97276ea3d2,1,aa6ebc47-adb0-4a9e-8e8e-e53bee32ddfb,,Strept. Dysgalactiae,6,6,
805,9b535868-5a89-4066-960e-e6fa18b13897,e7b24ff7-9d04-4244-a8aa-7f97276ea3d2,1,aa6ebc47-adb0-4a9e-8e8e-e53bee32ddfb,,Coliforms,25,25,
806,283861c8-95a8-4312-a487-119c575ed43e,e7b24ff7-9d04-4244-a8aa-7f97276ea3d2,1,aa6ebc47-adb0-4a9e-8e8e-e53bee32ddfb,,Pseudomonas spp.,5,5,
807,6980a446-b45a-4321-ab98-d5a2fde1edc5,e7b24ff7-9d04-4244-a8aa-7f97276ea3d2,1,aa6ebc47-adb0-4a9e-8e8e-e53bee32ddfb,,Yeast,0,0,
808,fe420db9-059f-4cb8-8fdd-8cd183e2036b,e7b24ff7-9d04-4244-a8aa-7f97276ea3d2,1,aa6ebc47-adb0-4a9e-8e8e-e53bee32ddfb,,Bacillus spp.,39,41,
809,a6ad341e-5ffe-486d-8a4f-efa8875f03dc,e7b24ff7-9d04-4244-a8aa-7f97276ea3d2,1,aa6ebc47-adb0-4a9e-8e8e-e53bee32ddfb,,Major Pathogens,178,186,
810,6b21c469-eae8-47a1-bc25-77b3ff3e07b5,e7b24ff7-9d04-4244-a8aa-7f97276ea3d2,1,aa6ebc47-adb0-4a9e-8e8e-e53bee32ddfb,,Coagulase-negative staph (CNS),93,110,
811,12b81c12-5a7f-4fa3-82c1-ce793ef901c3,e7b24ff7-9d04-4244-a8aa-7f97276ea3d2,1,aa6ebc47-adb0-4a9e-8e8e-e53bee32ddfb,,Corynebacterium spp. (C.bovis),206,212,
812,8170b1ce-1660-4ea5-8847-7638a49e65b2,93e42b52-5b79-40ed-9764-e55d44b63508,1,25892922-31a4-4db1-bb4b-ad7697f667a3,,Non-pathogen specific,44,47,
813,10e20d55-9eda-433e-b117-b31ca479e284,93e42b52-5b79-40ed-9764-e55d44b63508,1,25892922-31a4-4db1-bb4b-ad7697f667a3,,Coagulase-negative staph (CNS),25,27,
814,0c110399-ed09-4d6a-bdd7-3b8ee8a455c4,93e42b52-5b79-40ed-9764-e55d44b63508,1,25892922-31a4-4db1-bb4b-ad7697f667a3,,Strept.spp (no specification),17,18,
